channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
97,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
98,1,0,2.47,0.995,True,1425,jardin_botanique,ANQ493,-1.081,1.345,10,1,1,9.263,1.34,19.475,29.305,39.382,-10,-20,-30,9.523,-1.146,1.393,0,single_pore,0,32467,0,222.07,2.14,0,1,10,-175,2,0,0,,,33892,0.0,0,9853,0,0,0,0
99,1,4706,0.17,0.954,True,5614,jardin_botanique,ANQ493,-0.63,1.309,10,1,1,9.067,1.283,18.685,28.215,37.762,-10,-20,-30,9.586,-1.071,1.276,0,single_pore,0,29709,0,210.93,3.05,0,1,10,-175,2,2566,0,72.74,30.3,42595,0.0,23,1046,0,0,0,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
101,1,0,-0.22,0.02,False,0,jardin_botanique,ANQ493,-0.853,1.343,10,0,0,-1.141,1.367,-1.274,-1.464,-1.676,-10,-20,-30,53.128,-0.887,1.32,0,zero,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,44365
102,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
103,1,0,-7.51,0.745,True,0,jardin_botanique,ANQ493,-2.083,1.483,10,0,0,6.513,1.528,14.805,22.632,29.708,-10,-20,-30,10.011,-2.077,1.526,0,unavailable,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,33369,0,0,0,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
105,1,0,-9.46,0.743,True,0,jardin_botanique,ANQ493,-4.528,1.408,10,0,0,4.193,1.41,12.635,20.537,27.493,-10,-20,-30,7.183,-4.493,1.415,0,unavailable,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,35273,0,0,0,0
106,1,862,-6.91,0.813,True,1797,jardin_botanique,ANQ493,-1.261,1.371,10,1,1,6.617,1.357,15.669,24.145,31.93,-10,-20,-30,9.396,-2.847,1.357,0,single_pore,0,27916,0,229.98,3.23,0,1,10,-175,2,0,1496,,,30575,0.0,0,11216,0,0,0,0
107,1,1443,1.34,0.965,True,3533,jardin_botanique,ANQ493,-1.899,1.262,10,1,1,8.18,1.239,17.992,27.578,37.298,-10,-20,-30,8.615,-1.9,1.277,0,single_pore,0,39172,0,217.96,2.49,0,1,10,-175,2,0,0,,,44148,0.0,24,190,0,0,0,0
108,1,3262,-1.58,0.975,True,7152,jardin_botanique,ANQ493,-0.929,1.334,10,1,1,9.175,1.313,19.32,29.152,38.826,-10,-20,-30,9.836,-0.92,1.319,0,single_pore,0,19060,0,221.23,2.77,0,1,10,-175,2,11732,0,76.37,35.5,41206,0.0,0,6292,0,0,0,0
109,1,0,-0.63,0.992,True,0,jardin_botanique,ANQ493,-0.712,1.257,10,1,1,9.924,1.276,20.281,30.231,40.118,-10,-20,-30,10.458,-0.758,1.256,0,single_pore,0,44362,0,223.77,2.93,0,1,10,-175,2,0,0,,,44362,0.0,0,0,0,0,0,0
110,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
111,1,3162,-1.08,0.952,True,5695,jardin_botanique,ANQ493,-1.121,1.214,10,1,1,8.684,1.241,18.3,27.874,37.34,-10,-20,-30,9.241,-1.072,1.239,0,single_pore,0,21052,0,212.06,2.62,0,1,10,-175,2,0,0,,,29909,0.0,0,14572,0,0,0,0
112,1,0,16.96,0.454,False,0,jardin_botanique,ANQ493,-0.235,1.58,10,0,0,2.085,2.324,7.282,10.975,16.364,-10,-20,-30,5.122,-1.112,1.52,0,unavailable,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,46,33324,0,0,0,0
113,1,2652,-2.06,0.597,False,3116,jardin_botanique,ANQ493,-1.572,1.324,10,1,1,4.188,1.319,10.954,17.024,22.888,-10,-20,-30,8.412,-3.398,1.31,0,single_pore,0,10072,0,215.02,2.35,0,1,10,-175,2,0,4032,,,15840,0.0,0,24626,0,0,0,0
114,1,0,-0.23,0.005,False,0,jardin_botanique,ANQ493,-2.151,0.896,10,0,0,-2.516,0.887,-2.338,-2.272,-2.229,-10,-20,-30,-432.17,-2.377,0.873,0,zero,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,44352
115,1,0,-0.31,1.012,True,933,jardin_botanique,ANQ493,-2.233,1.504,10,1,1,8.578,1.476,19.126,29.266,39.375,-10,-20,-30,8.896,-2.263,1.492,0,single_pore,0,9094,0,226.73,2.43,0,1,10,-175,2,0,0,,,10027,0.0,0,0,0,0,0,36575
116,1,910,-1.79,1.004,True,4509,jardin_botanique,ANQ493,-1.03,1.528,10,1,1,9.569,1.526,19.758,29.891,39.845,-10,-20,-30,9.701,-0.973,1.533,0,single_pore,0,40519,0,225.96,2.78,0,1,10,-175,2,0,0,,,45938,0.0,0,1411,0,0,0,0
117,1,980,2.47,0.967,True,6734,jardin_botanique,ANQ493,-2.2,1.431,10,1,1,7.985,1.459,18.058,27.606,37.401,-10,-20,-30,8.627,-2.219,1.436,0,single_pore,0,39409,0,222.13,2.51,0,1,10,-175,2,0,0,,,47123,0.0,0,131,0,0,0,0
118,1,0,-21.81,1.118,True,946,jardin_botanique,ANQ493,-1.594,1.424,10,1,1,8.82,1.436,16.844,29.112,39.199,-10,-20,-30,5.314,-1.569,1.396,0,single_pore,0,45209,0,221.62,2.57,0,1,10,-175,2,0,0,,,46155,0.0,0,0,0,0,0,0
119,1,0,0.42,0.012,False,0,jardin_botanique,ANQ493,-2.096,0.878,10,0,0,-2.274,0.87,-2.345,-2.483,-2.579,-10,-20,-30,188.784,-2.156,0.876,0,zero,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,44352
120,1,4821,0.76,0.974,True,5515,jardin_botanique,ANQ493,-0.928,1.326,10,1,1,9.277,1.334,19.255,28.96,38.741,-10,-20,-30,9.75,-0.904,1.297,0,single_pore,0,22934,0,219.69,2.31,0,1,10,-175,2,0,0,,,33270,0.0,0,13967,0,0,0,0
121,1,0,-0.28,0.011,False,0,jardin_botanique,ANQ493,-1.971,0.841,10,0,0,-2.168,0.839,-2.224,-2.321,-2.446,-10,-20,-30,188.833,-1.998,0.852,0,zero,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,44800
122,1,3405,1.18,0.964,True,4229,jardin_botanique,ANQ493,-1.104,1.349,10,1,1,8.752,1.331,18.473,28.05,37.745,-10,-20,-30,9.15,-1.083,1.351,0,single_pore,0,14738,0,216.95,2.64,0,1,10,-175,2,0,4026,,,22372,0.0,0,16900,0,0,0,0
123,1,960,-5.68,0.922,True,4908,jardin_botanique,ANQ493,-1.62,1.309,10,1,1,8.285,1.347,17.993,27.5,36.439,-10,-20,-30,9.602,-1.558,1.34,0,single_pore,0,21093,0,210.4,2.49,0,1,10,-175,2,5228,1597,69.23,34.3,32189,0.0,0,11262,0,0,0,0
124,1,877,-1.65,0.927,True,1656,jardin_botanique,ANQ493,-0.948,1.382,10,1,1,8.844,1.566,18.504,27.858,37.047,-10,-20,-30,9.987,-0.991,1.368,0,single_pore,0,18109,0,206.75,2.81,0,1,10,-175,2,0,4014,,,20642,0.0,0,18928,0,0,0,0
125,1,0,,,,0,jardin_botanique,ANQ493,,,10,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,10,-175,2,0,0,,,0,0.0,0,0,0,0,0,0
126,1,930,0.86,0.953,True,7651,jardin_botanique,ANQ493,-1.34,1.405,10,1,1,8.356,1.358,17.816,27.306,36.882,-10,-20,-30,8.674,-1.398,1.399,0,single_pore,0,25003,0,210.9,2.76,0,1,10,-175,2,0,0,,,33584,0.0,0,9499,0,0,113,0
1,1,7041,-2.82,1.032,True,7652,jardin_botanique,ANQ493,-0.62,1.486,5,1,1,4.747,1.491,4.749,15.209,25.387,0,-10,-20,-5.353,-0.662,1.51,0,single_pore,0,2723,0,234.05,3.0,10,2,5,-180,5614,12333,10073,84.61,35.0,29749,5546.733,0,3491,0,0,0,0
2,1,0,-0.51,0.009,False,0,jardin_botanique,ANQ493,-0.308,1.531,5,0,0,-1.508,1.517,-1.494,-1.378,-1.313,0,-10,-20,-170.17,-0.541,1.543,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,5530.483,0,1158,0,0,0,44598
3,1,0,-36.73,0.378,False,0,jardin_botanique,ANQ493,0.872,1.356,5,0,0,3.395,1.723,3.041,8.656,10.598,0,-10,-20,-1.767,0.812,1.486,0,unavailable,0,0,0,,,10,2,5,-180,5614,0,6779,,,0,5546.733,91,19389,0,0,0,2943
4,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
5,1,3286,-4.73,1.03,True,11707,jardin_botanique,ANQ493,-1.753,1.346,5,1,1,3.763,1.334,3.857,14.39,24.45,0,-10,-20,-6.18,-1.651,1.348,0,single_pore,0,6957,0,232.72,2.46,10,2,5,-180,5614,4003,0,83.17,32.4,25953,5546.733,0,17713,0,0,0,0
6,1,1221,-4.63,1.059,True,1229,jardin_botanique,ANQ493,1.176,1.344,5,0,0,6.73,1.322,6.638,17.457,27.813,0,-10,-20,-3.66,1.179,1.339,0,unavailable,0,814,0,241.88,3.72,10,2,5,-180,5614,0,0,,,3264,5546.733,0,32305,0,0,0,0
7,1,5982,-2.92,0.99,True,7260,jardin_botanique,ANQ493,-0.345,1.319,5,1,1,4.891,1.338,4.912,14.954,24.704,0,-10,-20,-4.988,-0.404,1.308,0,single_pore,0,3474,0,225.63,2.93,10,2,5,-180,5614,14900,3652,80.29,33.5,31616,5546.733,0,8469,0,0,0,0
8,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
9,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
10,1,5321,-2.26,0.909,True,2601,jardin_botanique,ANQ493,1.316,1.267,5,1,1,6.54,1.282,5.935,15.135,24.109,0,-10,-20,-3.428,1.057,1.254,0,single_pore,0,21944,0,208.93,3.72,10,2,5,-180,5614,0,0,,,29866,5530.483,0,11032,0,0,0,0
11,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
12,1,8554,-9.19,0.96,True,9191,jardin_botanique,ANQ493,-0.963,1.326,5,1,1,3.888,1.338,3.981,14.041,23.182,0,-10,-20,-5.705,-0.924,1.332,0,single_pore,0,5787,0,222.17,2.49,10,2,5,-180,5614,0,0,,,23532,5546.733,0,19821,0,0,0,0
13,1,5536,-4.01,1.039,True,6222,jardin_botanique,ANQ493,-1.247,1.452,5,1,1,4.147,1.486,4.139,14.726,24.912,0,-10,-20,-5.952,-1.234,1.481,0,single_pore,0,3920,0,232.03,2.74,10,2,5,-180,5614,12946,0,83.67,35.6,28624,5546.733,0,14727,0,0,108,0
14,1,0,44.91,0.711,True,1839,jardin_botanique,ANQ493,1.15,1.496,5,0,0,5.316,1.799,5.484,10.347,19.701,0,-10,-20,-3.875,1.251,1.513,0,unavailable,0,175,0,235.61,4.66,10,2,5,-180,5614,0,0,,,2014,5546.733,1324,23027,0,0,0,0
15,1,0,19.61,0.151,False,0,jardin_botanique,ANQ493,-1.539,1.336,5,0,0,-1.413,1.355,-1.359,-0.833,1.654,0,-10,-20,-21.043,-1.534,1.336,0,unavailable,0,0,0,,,10,2,5,-180,5614,0,0,,,0,5546.733,0,29535,0,0,0,0
16,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
17,1,2474,-3.2,0.982,True,4536,jardin_botanique,ANQ493,-3.095,1.305,5,1,1,2.102,1.334,2.148,12.125,21.782,0,-10,-20,-7.759,-3.098,1.32,0,single_pore,0,31925,0,209.75,2.28,10,2,5,-180,5614,4008,0,83.39,27.1,42943,5530.483,152,1132,0,0,0,0
18,1,0,0.82,1.946,False,25,jardin_botanique,ANQ493,8.607,1.308,5,0,0,18.85,1.342,18.957,38.379,57.883,0,-10,-20,-0.267,8.641,1.342,615,multiple,0,268,0,174.84,4.05,10,2,5,-180,5614,0,0,,,0,110.764,196,15449,0,0,10058,0
19,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
20,1,6788,-4.33,0.983,True,11633,jardin_botanique,ANQ493,4.556,1.233,5,1,1,9.648,1.269,9.765,19.808,29.418,0,-10,-20,0.008,4.587,1.239,0,single_pore,0,8099,0,227.31,4.29,10,2,5,-180,5614,9899,0,83.64,35.2,36419,110.764,0,7176,0,0,0,0
21,1,3926,-2.1,0.984,True,10409,jardin_botanique,ANQ493,-0.723,1.223,5,1,1,4.456,1.241,4.459,14.404,24.139,0,-10,-20,-5.433,-0.779,1.28,0,single_pore,0,6172,0,218.23,2.5,10,2,5,-180,5614,13631,0,76.72,33.6,34138,5530.483,219,8022,0,0,0,0
22,1,4542,-2.99,0.958,True,5632,jardin_botanique,ANQ493,-0.374,1.257,5,1,1,4.677,1.273,4.698,14.427,23.857,0,-10,-20,-5.045,-0.346,1.279,0,single_pore,0,2428,0,218.75,2.39,10,2,5,-180,5614,8392,0,74.94,31.4,20994,5530.483,0,2802,0,0,0,20204
23,1,633,-1.2,1.018,True,1901,jardin_botanique,ANQ493,-0.382,1.313,5,1,1,4.896,1.319,4.973,15.218,25.343,0,-10,-20,-5.098,-0.367,1.295,0,single_pore,0,14186,0,231.45,2.18,10,2,5,-180,5614,3364,2050,80.29,33.4,20084,5546.733,0,21885,0,0,0,0
24,1,0,-0.26,0.014,False,0,jardin_botanique,ANQ493,-0.691,1.246,5,0,0,-0.741,1.255,-0.781,-0.907,-1.059,0,-10,-20,45.684,-0.739,1.241,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40768
25,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
26,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,1060.733,0,0,0,0,0,0
27,1,1135,-3.41,1.053,True,8408,jardin_botanique,ANQ493,-0.995,1.342,5,1,1,4.582,1.329,4.644,15.344,25.703,0,-10,-20,-5.537,-0.993,1.347,0,single_pore,0,4955,0,234.59,2.56,10,2,5,-180,5614,8825,0,85.04,31.7,23323,5530.483,0,20400,0,0,0,0
28,1,4862,-1.81,1.031,True,5929,jardin_botanique,ANQ493,-0.923,1.266,5,1,1,4.541,1.318,4.493,14.894,25.114,0,-10,-20,-5.613,-0.93,1.285,0,single_pore,0,8135,0,225.63,2.33,10,2,5,-180,5614,2489,0,80.98,26.8,21415,5546.733,213,21146,0,0,0,0
29,1,0,-2.13,2.018,False,0,jardin_botanique,ANQ493,9.556,1.301,5,0,0,20.202,1.521,20.338,40.621,60.691,0,-10,-20,0.097,9.486,1.368,5069,multiple,0,217,0,170.6,4.47,10,2,5,-180,5614,0,0,,,0,110.764,125,21283,0,0,18295,0
30,1,4045,-5.56,0.869,True,7296,jardin_botanique,ANQ493,1.397,1.255,5,1,1,6.106,1.286,6.033,14.997,23.405,0,-10,-20,-2.953,1.476,1.249,0,single_pore,0,795,0,203.61,4.15,10,2,5,-180,5614,4401,4043,76.92,40.2,16537,5546.733,32,23215,0,0,0,0
31,1,872,-1.88,1.092,True,1704,jardin_botanique,ANQ493,-4.045,1.292,5,1,1,1.76,1.263,1.6,12.613,23.438,0,-10,-20,-8.506,-3.859,1.324,0,single_pore,0,12803,0,227.3,2.58,10,2,5,-180,5614,0,10358,,,15379,5530.483,0,14682,0,0,0,0
32,1,0,-0.04,0.001,False,0,jardin_botanique,ANQ493,-1.083,1.272,5,0,0,-1.061,1.268,-1.087,-1.074,-1.065,0,-10,-20,-986.921,-1.153,1.259,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,5546.733,0,0,0,0,0,41099
33,1,8214,-0.6,0.969,True,12050,jardin_botanique,ANQ493,0.586,1.268,5,1,1,5.571,1.249,5.561,15.276,24.931,0,-10,-20,-4.248,0.58,1.261,0,single_pore,0,1139,0,179.96,4.19,10,2,5,-180,5614,10764,0,58.5,30.9,32167,5546.733,0,15192,0,0,0,0
34,1,0,-24.21,2.125,False,0,jardin_botanique,ANQ493,10.686,1.291,5,0,0,25.228,1.521,26.264,48.721,68.757,0,-10,-20,2.527,11.695,1.323,11241,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,273,413,0,0,33602,0
35,1,0,-0.62,0.012,False,0,jardin_botanique,ANQ493,-0.901,1.235,5,0,0,-0.986,1.247,-0.989,-1.08,-1.233,0,-10,-20,68.318,-0.936,1.236,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40320
36,1,0,-1.25,0.015,False,0,jardin_botanique,ANQ493,-0.655,1.249,5,0,0,-0.681,1.237,-0.729,-0.816,-1.028,0,-10,-20,34.211,-0.599,1.239,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40320
37,1,5546,-1.36,0.685,True,12360,jardin_botanique,ANQ493,1.197,1.281,5,1,1,5.346,1.284,5.081,11.995,18.773,0,-10,-20,-2.546,0.649,1.265,0,single_pore,0,165,0,176.65,4.07,10,2,5,-180,5614,4046,0,51.03,31.8,22117,110.764,101,20501,0,0,0,0
38,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
39,1,5311,-2.16,1.02,True,10379,jardin_botanique,ANQ493,3.304,1.448,5,1,1,8.648,1.408,8.714,19.021,29.112,0,-10,-20,-1.421,3.306,1.407,0,single_pore,0,3788,0,236.14,2.76,10,2,5,-180,5614,5231,0,85.96,40.7,24709,3057.561,0,18534,0,0,0,0
40,1,0,-2.5,1.086,True,0,jardin_botanique,ANQ493,-4.112,1.324,5,1,1,1.615,1.32,1.572,12.553,23.284,0,-10,-20,-8.514,-4.014,1.29,0,single_pore,0,28330,0,236.51,2.0,10,2,5,-180,5614,4001,2196,81.49,40.4,32331,5530.483,0,8162,0,0,0,0
41,1,8611,-4.54,1.068,True,8103,jardin_botanique,ANQ493,-0.583,1.351,5,1,1,5.012,1.376,4.948,15.858,26.314,0,-10,-20,-5.3,-0.487,1.359,0,single_pore,0,4999,0,238.89,2.93,10,2,5,-180,5614,0,0,,,21713,5530.483,0,20494,0,0,150,0
42,1,0,-5.31,0.968,True,1965,jardin_botanique,ANQ493,-3.014,1.306,5,1,1,2.239,1.31,2.223,12.168,21.582,0,-10,-20,-7.615,-2.98,1.309,0,single_pore,0,39877,0,205.1,2.33,10,2,5,-180,5614,0,0,,,41842,5546.733,0,1819,0,0,0,0
43,1,0,-12.54,0.772,True,933,jardin_botanique,ANQ493,3.453,1.323,5,0,0,7.594,1.384,7.643,15.994,23.091,0,-10,-20,0.122,3.352,1.37,0,unavailable,0,0,0,,,10,2,5,-180,5614,0,0,,,933,110.764,0,35916,0,0,0,0
44,1,482,-2.01,0.887,True,10700,jardin_botanique,ANQ493,3.241,1.246,5,1,1,7.992,1.307,8.01,16.976,25.741,0,-10,-20,-0.928,3.248,1.248,0,single_pore,0,298,0,209.64,3.72,10,2,5,-180,5614,0,0,,,11480,5546.733,2072,21384,0,0,0,0
45,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
46,1,7270,-3.54,1.04,True,12156,jardin_botanique,ANQ493,-0.255,1.246,5,1,1,5.179,1.332,5.25,15.828,26.052,0,-10,-20,-4.897,-0.306,1.262,0,single_pore,0,10481,0,222.28,2.86,10,2,5,-180,5614,3902,0,81.81,37.3,33809,5546.733,18,10689,0,0,0,0
47,1,0,-0.71,0.016,False,0,jardin_botanique,ANQ493,-0.628,1.13,5,0,0,-0.692,1.13,-0.678,-0.799,-0.991,0,-10,-20,31.68,-0.597,1.144,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40577
48,1,6839,-2.05,0.971,True,6146,jardin_botanique,ANQ493,-1.036,1.275,5,1,1,4.103,1.266,4.112,13.929,23.541,0,-10,-20,-5.733,-1.059,1.27,0,single_pore,0,2308,0,220.58,2.57,10,2,5,-180,5614,0,0,,,15293,5546.733,0,15709,0,0,0,12130
49,1,0,-1.43,0.016,False,0,jardin_botanique,ANQ493,-0.611,1.285,5,0,0,-0.74,1.261,-0.748,-0.837,-1.069,0,-10,-20,31.699,-0.6,1.258,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,5293.827,0,0,0,0,0,40768
50,1,0,-0.02,0.012,False,0,jardin_botanique,ANQ493,-1.94,0.848,5,0,0,-2.015,0.838,-2.01,-2.13,-2.252,0,-10,-20,156.084,-1.97,0.849,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
51,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
52,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
53,1,7618,-3.05,1.023,True,11766,jardin_botanique,ANQ493,-1.388,1.312,5,1,1,3.968,1.35,3.95,14.328,24.401,0,-10,-20,-6.088,-1.379,1.323,0,single_pore,0,8477,0,225.63,2.66,10,2,5,-180,5614,8490,0,81.12,32.1,36351,5546.733,20,10565,0,0,0,0
54,1,424,-4.06,1.079,True,2387,jardin_botanique,ANQ493,-2.003,1.399,5,0,0,3.765,1.395,3.791,14.78,25.363,0,-10,-20,-6.424,-1.912,1.384,0,unavailable,0,6555,0,238.75,2.56,10,2,5,-180,5614,0,1913,,,9366,5546.733,0,32066,0,0,0,0
55,1,1587,-4.2,0.999,True,15471,jardin_botanique,ANQ493,-2.116,1.265,5,1,1,3.124,1.31,3.129,13.324,23.099,0,-10,-20,-6.798,-2.076,1.296,0,single_pore,0,11101,0,218.65,3.53,10,2,5,-180,5614,3779,0,76.01,27.7,31938,5530.483,0,11851,0,0,0,0
56,1,8434,-1.07,1.005,True,9441,jardin_botanique,ANQ493,-0.438,1.254,5,1,1,4.838,1.283,4.864,14.963,24.955,0,-10,-20,-5.14,-0.404,1.274,0,single_pore,0,3565,0,228.35,2.64,10,2,5,-180,5614,7959,0,78.2,34.9,29399,5546.733,0,14024,0,0,0,0
57,1,6174,-2.28,0.974,True,8201,jardin_botanique,ANQ493,-0.734,1.243,5,1,1,4.489,1.271,4.419,14.272,23.897,0,-10,-20,-5.424,-0.685,1.241,0,single_pore,0,6702,0,223.81,3.1,10,2,5,-180,5614,0,0,,,21077,5530.483,0,22298,0,0,0,0
58,1,401,3.72,0.134,False,4041,jardin_botanique,ANQ493,-1.592,1.257,5,0,0,-0.658,1.276,-0.868,0.283,1.806,0,-10,-20,-16.975,-2.468,1.233,0,unavailable,0,3704,0,226.11,3.68,10,2,5,-180,5614,0,3375,,,8146,5530.483,19,25437,0,0,0,0
59,1,5932,-2.14,0.986,True,12746,jardin_botanique,ANQ493,-0.508,1.236,5,1,1,4.303,1.27,4.264,14.233,23.988,0,-10,-20,-5.641,-0.493,1.269,0,single_pore,0,5629,0,223.79,2.72,10,2,5,-180,5614,2047,0,79.93,36.3,26354,5546.733,0,16794,0,0,0,0
60,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
61,1,0,-0.52,0.016,False,0,jardin_botanique,ANQ493,-1.27,1.269,5,0,0,-1.363,1.308,-1.261,-1.392,-1.575,0,-10,-20,68.953,-1.247,1.307,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,3406.358,0,0,0,0,0,40315
62,1,0,-1.1,0.015,False,0,jardin_botanique,ANQ493,-0.894,1.217,5,0,0,-1.005,1.231,-1.042,-1.135,-1.338,0,-10,-20,55.683,-0.928,1.185,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40320
63,1,0,0.46,0.009,False,0,jardin_botanique,ANQ493,-2.296,0.88,5,0,0,-2.293,0.899,-2.305,-2.421,-2.491,0,-10,-20,233.505,-2.321,0.885,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
64,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
65,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
66,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
67,1,0,0.02,0.009,False,0,jardin_botanique,ANQ493,-1.495,0.868,5,0,0,-1.516,0.879,-1.528,-1.623,-1.716,0,-10,-20,152.582,-1.502,0.873,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
